Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
115,2008-03-24,30.446609497070312,31.287855489491967,29.783319640844006,31.287855489491967,11636914
116,2008-03-25,31.59523582458496,31.78936801295006,30.67310079852692,31.239323521202056,13232423
117,2008-03-26,31.40109634399414,32.1614533258438,31.06136232669423,31.38491811569355,11448313
118,2008-03-27,31.967323303222656,32.274703099794735,30.931945077081867,30.931945077081867,17425122
119,2008-03-28,32.03202819824219,32.27469722291554,31.190784502670205,32.112917141715634,11599511
120,2008-03-31,31.8055419921875,32.17763247675736,31.38491901557745,32.03203061213039,9914705
121,2008-04-01,31.870241165161133,32.323220435168054,31.465796563861588,32.03201900568095,6034588
122,2008-04-02,32.38794708251953,33.32626033617419,32.032034780399925,32.032034780399925,6087024
123,2008-04-03,32.12909698486328,32.614430670108796,31.87025191388171,32.468831003385766,3883474
124,2008-04-04,31.967323303222656,32.33941382750602,31.352568098585337,32.33941382750602,5906537
125,2008-04-07,31.837890625,32.16144634375702,31.465800231877843,32.015846709166894,4088729
126,2008-04-08,31.029010772705078,31.854078545519794,30.80252213948718,31.789365626668978,5753811
127,2008-04-09,31.109893798828125,31.384914874523812,30.753981589983237,31.126072025457965,3776374
128,2008-04-10,31.724660873413086,31.951149549261583,30.948127643574317,31.061370884371698,7075297
129,2008-04-11,31.870241165161133,32.19379684620076,31.546685484121497,32.03201900568095,4012660
130,2008-04-15,32.35558319091797,32.517361062987504,31.12607092433895,31.6761152505248,6362785
131,2008-04-16,31.918794631958008,32.90564047916725,31.78937096676862,32.679151807902926,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
133,2008-04-21,33.68217468261719,34.264575707441786,33.3262645299632,33.64982041105978,7639361
134,2008-04-22,34.232208251953125,34.620476940024865,33.3262538311272,33.64980960835161,8814769
135,2008-04-23,34.26456832885742,34.669013093134396,33.81159107056852,34.29692478770089,5265604
136,2008-04-24,33.05122375488281,34.68518053314249,32.76002449288717,34.62046982983819,8801780
137,2008-04-25,33.326255798339844,33.795411264158375,32.873276366934945,33.649811594663404,4095990
138,2008-04-28,33.4556770324707,34.10278862111982,33.326255592442145,33.358609855322705,4708244
139,2008-04-29,33.92483901977539,34.248394876325825,33.48803992998445,33.649817858259674,6497143
140,2008-04-30,34.151309967041016,34.58811102452726,33.97335609364156,34.26455533579743,6331377
141,2008-05-02,34.45869445800781,35.42936166028941,34.39398155578684,34.66900480746772,5658418
142,2008-05-05,34.29691696166992,35.105806305647725,34.07042618995391,34.91167198539194,7642293
143,2008-05-06,34.00572967529297,34.68519788554576,33.81159746825909,34.021907907775876,5061166
144,2008-05-07,33.52039337158203,34.19986153126561,33.00270533043346,33.97337287612226,4303106
145,2008-05-08,33.115943908691406,33.45567794080675,32.921811743377795,33.26154358123992,3642073
146,2008-05-09,32.921810150146484,33.779232109190254,32.420298240746895,32.67914330955828,8621761
147,2008-05-12,32.921810150146484,33.1644769907347,32.193807434128736,32.921810150146484,4890395
148,2008-05-13,33.01887893676758,33.26154580532581,32.74385780228694,33.06741362703125,5056766
149,2008-05-14,33.067413330078125,33.24536947094008,32.355590960883646,32.355590960883646,2982486
150,2008-05-15,33.083587646484375,33.45567591988234,32.35558713346421,32.35558713346421,2646760
151,2008-05-16,33.342430114746094,33.4394972874923,32.93798539018112,33.32625408116594,4422288
152,2008-05-20,33.27772521972656,33.407148870782336,32.93799115280365,33.00270407545826,3464912
153,2008-05-21,33.488033294677734,33.973366983339545,32.517365917354105,32.517365917354105,3419088
154,2008-05-22,33.035057067871094,33.196834979758506,32.6791469782708,32.6791469782708,3558000
155,2008-05-23,32.48500442504883,33.29389378076941,32.35558300583466,32.840916619267006,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.271671295166016,32.6467832396294,31.126071645779287,32.29087103512597,3316550
158,2008-05-28,32.42030334472656,32.6144355312078,30.834878420069092,31.384922906479453,4505700
159,2008-05-29,32.95416259765625,33.32625304928685,31.999673516087327,32.760030452427806,11026212
160,2008-05-30,31.902612686157227,33.16448175504409,31.773191230285796,33.03505810491924,4023430
161,2008-06-02,30.543663024902344,32.355575647341894,30.090683772166297,31.70846211568293,4431595
162,2008-06-03,29.41122817993164,30.414249777240354,29.136204890365427,30.090693998575663,6240766
163,2008-06-04,28.505277633666992,29.589188406561377,28.327321478638503,29.28181079019591,5762089
164,2008-06-05,28.456729888916016,28.667042409950252,27.50224101511414,28.472908112726728,9721099
165,2008-06-06,28.149351119995117,29.330330684373212,27.74490651457503,28.31112896216315,6317089
166,2008-06-09,27.76109504699707,28.440563114130907,26.531582551078014,27.825805769044763,6500809
167,2008-06-10,27.56696128845215,27.79345211194374,26.93602789476925,27.50225056499167,6717902
168,2008-06-11,27.696374893188477,28.149351987518113,27.502240598902926,27.82579629321052,2586175
169,2008-06-12,27.890512466430664,28.052290345331606,26.531578722513327,27.34046811701804,3244212
170,2008-06-13,27.712554931640625,28.11699957601207,27.421353471141614,27.841976340138437,4248430
171,2008-06-16,28.683225631713867,29.120024585198728,27.858158016127486,27.955225181652867,4354615
172,2008-06-17,29.5406551361084,29.76714378466349,28.181721050524384,29.087677838998214,4736084
173,2008-06-18,29.508298873901367,30.155412750830106,29.44358814448454,29.44358814448454,5055019
174,2008-06-19,28.87736701965332,29.44358977331788,28.40821146261055,28.925901715091015,4221271
175,2008-06-20,28.214075088500977,29.233277290092754,27.84198675420373,29.120031869609182,3837789
176,2008-06-23,27.22722053527832,28.08464454107638,26.952199479807526,27.987577382688503,4516050
177,2008-06-24,26.385984420776367,27.631675218609992,26.110961093175685,27.227228245092903,5238203
178,2008-06-25,25.657976150512695,26.19184222189978,25.07557540356597,25.884464720366225,3933879
179,2008-06-26,27.113983154296875,28.278784915979923,25.803581720966747,25.803581720966747,18253250
180,2008-06-27,25.916820526123047,26.79042279590451,25.771220879243746,26.208022014134478,6821283
181,2008-06-30,25.399137496948242,26.143316293794225,24.671136929344115,25.900649437926184,4596315
182,2008-07-01,23.603395462036133,25.3991301122042,22.697439024683064,25.3991301122042,6202295
183,2008-07-02,24.63878059387207,24.897625680274277,22.859223641955136,23.61958067183913,5245963
184,2008-07-03,23.99166488647461,24.638776395076555,23.296020892428675,24.428466032482078,4726793
185,2008-07-04,24.315221786499023,24.78437721349127,23.45779987490123,23.619577759674623,4862814
186,2008-07-07,24.849082946777344,25.852106508986274,24.638772616436384,24.638772616436384,5528014
187,2008-07-08,25.577096939086914,26.20803040711891,22.972469716031014,22.972469716031014,8354280
188,2008-07-09,27.356643676757812,27.46988686439664,25.916818939505696,25.916818939505696,6860769
189,2008-07-10,28.553808212280273,28.89354226825272,26.596295027156547,27.356652095559,7216175
190,2008-07-11,27.19486427307129,29.184730999135848,26.984551746365657,28.828821036965092,6040791
191,2008-07-14,27.21104621887207,28.18171574794075,26.531580401052963,26.531580401052963,5942149
192,2008-07-15,26.078603744506836,26.822782551844934,25.8844715736273,26.531583198398987,3693378
193,2008-07-16,25.36678123474121,26.531583029621824,24.929980013097662,26.078603578611244,6973872
194,2008-07-17,26.661008834838867,26.85514323047561,25.88447564079917,25.88447564079917,5038238
195,2008-07-18,28.149351119995117,28.37583966017988,26.353616633079458,27.14632762085234,5983177
196,2008-07-21,29.734785079956055,29.912741203783337,28.165538616551565,28.634694074457574,8754188
197,2008-07-22,30.948122024536133,31.223143154470705,29.475942607433822,29.734787701801263,12631056
198,2008-07-23,33.132118225097656,33.77922975489818,31.74082799717593,32.323228812847,12798869
199,2008-07-24,31.967323303222656,33.746880383676746,29.97745580914354,29.97745580914354,10764301
200,2008-07-25,32.03202819824219,33.06740843010467,30.818694046140557,31.62758348087498,10710381
201,2008-07-28,31.773191452026367,32.66297000154902,31.41727915451593,32.032034365575655,5533881
202,2008-07-29,30.495149612426758,31.54670626862211,30.25248269176629,31.061372427301176,5145929
203,2008-07-30,31.773191452026367,32.032034365575655,30.770167482135825,30.770167482135825,7354746
204,2008-07-31,30.656917572021484,32.32323120091848,30.25247283601539,32.32323120091848,6006517
205,2008-08-01,31.546688079833984,31.676111679450457,29.12002027236658,30.17157632226912,4699412
206,2008-08-04,31.740821838378906,32.323222541044466,30.915754359123746,30.915754359123746,4301346
207,2008-08-05,33.16448211669922,33.40714899479448,31.54670073514404,31.870256572604386,9161115
208,2008-08-06,32.3232307434082,34.345454394815675,32.096742133301184,34.345454394815675,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.692298889160156,32.48501015883372,31.579053481669707,31.870252823426295,4883824
211,2008-08-11,31.983497619628906,32.45265308093805,31.740830774718678,32.09674302495494,2714705
212,2008-08-12,31.433446884155273,32.35558158693932,31.19078008808081,32.19380152863697,5801276
213,2008-08-13,31.562870025634766,31.87024754530623,30.81869137141506,31.061358180774562,2754609
214,2008-08-14,30.80252456665039,31.708479170908983,30.737811642700358,31.384923328172775,2566362
215,2008-08-18,30.446609497070312,31.384920478095527,30.155410142753052,30.737808851387573,2963058
216,2008-08-19,29.880380630493164,30.576024607319066,29.265623395987333,30.39807070226093,2941144
217,2008-08-20,30.220117568969727,30.46278440250553,30.009804996686867,30.0906939411988,3319410
218,2008-08-21,29.89656639099121,30.39807836298153,29.540654102674633,30.090698571138393,4138486
219,2008-08-22,29.589189529418945,30.931947664449645,28.828834575266402,30.931947664449645,4139879
220,2008-08-25,29.912729263305664,30.317173840443942,29.702416766642404,30.317173840443942,2034227
221,2008-08-26,29.961273193359375,30.058340367845734,29.411228796940794,29.605360951660415,1489491
222,2008-08-27,29.36269760131836,30.333365073006235,29.20091968937038,30.123054665175207,4297168
223,2008-08-28,28.925886154174805,29.767129619084784,28.55379579966926,29.44357393390731,7382078
224,2008-08-29,30.123056411743164,30.23630183437419,29.314166805102957,29.443588264463994,2219080
225,2008-09-01,30.10674476623535,30.23714664203342,29.50363111619877,30.057842404654235,3417069
226,2008-09-02,31.687875747680664,31.818277609611734,30.05783920828898,30.31864514302667,5030404
227,2008-09-04,31.01957130432129,31.59008350457396,30.758765284887673,31.329277485140345,2813325
228,2008-09-05,30.33495330810547,30.677261042542554,29.992645573668376,30.64465946369099,3330688
229,2008-09-08,31.932388305664062,33.22011528178516,31.622679942689416,31.948686884030252,8377948
230,2008-09-09,32.046485900878906,32.307291867579615,31.312970363150814,31.932384810424477,3737279
231,2008-09-10,31.76938247680664,32.30729300574041,31.45967413682111,31.883483571280763,3847698
232,2008-09-11,30.921772003173828,31.62268618097733,30.677266748934027,31.62268618097733,2567354
233,2008-09-12,31.231464385986328,32.07908310967976,30.72615330881815,31.133661885425468,6093354
234,2008-09-15,29.259130477905273,30.56315828159449,28.378912152590274,30.090448644932376,6770268
235,2008-09-16,29.829641342163086,30.090447333711275,27.710596253507592,28.118104924402882,4654621
236,2008-09-17,29.063528060913086,30.253452564912813,28.688618735318144,30.253452564912813,4674190
237,2008-09-18,28.99833106994629,29.56884336380925,26.911886993883822,28.688624838310293,6603710
238,2008-09-19,30.758760452270508,30.921763912446938,29.340629464385195,29.68293717293088,9821730
239,2008-09-22,30.090456008911133,32.926718944749204,29.845950735882106,31.622688611051046,4162514
240,2008-09-23,29.731853485107422,30.400168477217445,29.177641861483423,29.731853485107422,6569683
241,2008-09-24,30.41645622253418,30.742463180173306,29.438435349616807,29.82964325660852,5730103
242,2008-09-25,29.471040725708008,30.628366016569828,28.77012434997761,30.497961890191945,10926783
243,2008-09-26,28.99833106994629,29.634046537523467,28.493021949797544,29.634046537523467,4967945
244,2008-09-29,27.922496795654297,29.829635687383885,27.384584125518554,29.829635687383885,7859964
245,2008-09-30,27.97140121459961,29.01462293148443,26.4065675338344,26.4065675338344,6616439
246,2008-10-01,28.900529861450195,29.177634497890416,27.75950309718354,28.33001758475515,3743739
247,2008-10-03,29.308034896850586,29.66664124142009,28.52561683338966,29.04722887569694,4681406
248,2008-10-06,28.70492172241211,29.3406348925348,28.118108715038726,28.98202854032842,5560277
249,2008-10-07,29.650331497192383,30.286046672689405,28.688611657290707,28.688611657290707,9928258
250,2008-10-08,29.422134399414062,29.666639616312562,27.417190294320708,28.656019379657813,9985473
251,2008-10-10,29.242822647094727,29.911137177743853,27.07487782980978,29.308025790280475,9025179
252,2008-10-13,29.829641342163086,30.057845755689236,29.193928257741643,29.389533304121795,6805621
253,2008-10-14,29.112428665161133,30.93806852942204,28.884224234847572,29.992647016871278,5099383
254,2008-10-15,28.867919921875,29.487332187264176,28.558213789180414,28.94942165210389,5495022
255,2008-10-16,27.75950050354004,28.460416847374276,27.221589862979467,28.460416847374276,6651066
256,2008-10-17,25.673059463500977,28.525620889153327,25.298150063889278,28.330018003634557,5586092
257,2008-10-20,25.966468811035156,26.993392405579883,25.15145113800455,25.77086589603397,7922965
258,2008-10-21,26.178367614746094,27.54759649097376,25.428551117254933,26.22726777748138,8047276
259,2008-10-22,24.74393653869629,26.113165468322773,24.49943129373169,25.91756259887694,5408099
260,2008-10-23,23.537710189819336,24.352727641320914,23.17910162680811,24.12452319707574,6641370
261,2008-10-24,20.48954200744629,23.14649775183014,20.212435217031533,22.820490803519185,9905588
262,2008-10-27,18.908403396606445,20.212430912113696,16.952362123345566,20.114628406275525,12878172
263,2008-10-29,21.402360916137695,22.755288804774633,19.560420416749796,21.516462016249573,13094201
264,2008-10-31,22.771589279174805,23.472505502509353,21.646865817168184,22.52708408261354,8097887
265,2008-11-03,23.47250747680664,24.09191980917754,22.65748787550762,24.05931822921016,4951148
266,2008-11-04,24.499425888061523,24.695030925224543,23.032394741966666,23.14649583791515,4515828
267,2008-11-05,23.602909088134766,25.689354908791437,23.14649802851793,25.689354908791437,6145587
268,2008-11-06,22.82049560546875,24.369031146668885,22.34778587312424,23.14650262237897,4896229
269,2008-11-07,24.59723472595215,25.33075048744811,22.494487774295855,22.657491276850514,8250147
270,2008-11-10,25.151445388793945,25.721957629505567,24.597233939992226,25.363349050993403,3775177
271,2008-11-11,24.85803985595703,25.90126179167878,24.28752761804459,25.265548597323058,8900004
272,2008-11-12,23.814804077148438,25.395938105702953,23.521398811027655,25.395938105702953,5705390
273,2008-11-14,23.73331069946289,24.77653470269281,23.439905330352044,23.602908804497204,4038880
274,2008-11-17,24.711334228515625,25.52635389864619,22.4944862971689,25.52635389864619,5361538
275,2008-11-18,23.374698638916016,24.646124540465525,22.918287696939483,24.646124540465525,6392448
276,2008-11-19,22.804195404052734,24.20602591940135,22.51078778314176,23.47251018343856,5606729
277,2008-11-20,22.5596866607666,22.98349391824215,21.5979644095885,22.82049044663584,5080395
278,2008-11-21,23.994110107421875,24.743926324638245,21.84246395556194,22.41297595831073,8350092
279,2008-11-24,24.59723472595215,24.98844268990803,23.37470845679221,24.71133585121451,5420119
280,2008-11-25,23.994110107421875,25.151434898030242,23.79850731871902,24.858029609538207,5453771
281,2008-11-26,24.532028198242188,24.90693528466197,23.55400740492866,24.254921422452956,5246053
282,2008-11-27,24.532028198242188,24.532028198242188,24.532028198242188,24.532028198242188,0
283,2008-11-28,24.140817642211914,24.613529451810894,23.179097656352802,23.798512139917417,8464961
284,2008-12-01,23.94521141052246,25.558945016534533,23.847408904820835,24.613525953461984,5733003
285,2008-12-02,23.73331069946289,23.994116700270368,22.983494276219925,23.765912278642368,5879324
286,2008-12-03,24.450531005859375,24.760237205745007,23.228004787197865,23.96152051839477,6430656
287,2008-12-04,25.62415313720703,25.754557251677337,21.679467917533902,21.679467917533902,4648185
288,2008-12-05,25.314449310302734,26.536975560883413,24.466830225549543,24.466830225549543,5338962
289,2008-12-08,25.37965202331543,26.210970373376295,24.287529823795687,25.999066692971805,11709287
290,2008-12-10,24.972137451171875,26.569572818309016,24.613531135927616,26.569572818309016,11172070
291,2008-12-11,24.695035934448242,25.41225086473504,24.303825780767827,25.41225086473504,9867592
292,2008-12-12,23.92891502380371,24.206021805758994,23.40730303807943,24.091918492983044,9847702
293,2008-12-15,24.320125579833984,24.858038413754613,24.12452272185254,24.74393508844155,5741641
294,2008-12-16,25.24924659729004,25.55895278373317,23.146499823758845,24.45052994460734,9183505
295,2008-12-17,25.216644287109375,25.917560595007632,24.548329560369638,25.917560595007632,8720755
296,2008-12-18,25.966468811035156,26.243575704216337,24.64613973855019,24.64613973855019,12640018
297,2008-12-19,27.221588134765625,27.547595098863074,25.933861068755945,26.73257768861945,10050607
298,2008-12-22,27.237890243530273,27.46609468726893,26.292468675361086,26.292468675361086,6524631
299,2008-12-23,26.683670043945312,27.498687293115854,26.488067230669856,27.058579305089232,5151765
300,2008-12-24,26.227266311645508,27.04228371752469,22.00547438049037,22.00547438049037,13318746
301,2008-12-26,26.276168823242188,27.66169853723524,25.5915554675597,27.66169853723524,5480531
302,2008-12-29,26.83037567138672,27.04227927777489,25.75455243007756,26.569569702148762,3418418
303,2008-12-30,26.781478881835938,27.221589184692885,25.787157160812832,26.765178090827106,4868199
304,2008-12-31,27.107484817504883,27.5149935226947,26.504373260349684,27.5149935226947,4396180
305,2009-01-02,27.498689651489258,27.955100676693462,26.977079893810703,27.955100676693462,3976548
306,2009-01-05,26.879274368286133,27.955097551357007,26.53696669037144,27.955097551357007,4505326
